pdb	seed_dir	DockQ_HA	iRMSD_HA	fnat_HA	DockQ_LA	iptm	ptm	avg_plddt	gpde	ha_iptm	ranking_score
8ykt	seed_3163119785	0.0686629341631839	11.358103651344598	0.0	0.012181035764927	0.427293	0.517658	86.470474	0.605186	0.127014	0.445366
8ysh	seed_1181241943	0.92351799840408	0.5766546635572677	0.9152542372881356		0.885686	0.922913	91.040245	0.38638	0.885686	0.893131
8ysh	seed_1812140441	0.011840574560726	17.352181661638873	0.0		0.088787	0.632639	84.420609	0.788474	0.088787	0.197557
8ysh	seed_2746317213	0.0899356723512306	10.072391202453652	0.1694915254237288		0.151194	0.660112	85.368309	0.756847	0.151194	0.252978
8ysh	seed_3163119785	0.8020351053578018	1.0410998086090448	0.8135593220338984		0.377696	0.737564	85.832123	0.659549	0.377696	0.44967
8yub	seed_1181241943	0.1161987824398807	7.072868306461694	0.2558139534883721	0.0187015283429369	0.479574	0.57758	86.397423	0.652894	0.137143	0.499175
8yub	seed_1812140441	0.0495406821743444	12.966587702864556	0.0697674418604651	0.0278010512879152	0.456506	0.540985	84.687195	0.708523	0.167959	0.473401
8yub	seed_2746317213	0.0339929889540588	16.1315204121312	0.0	0.0400188349457943	0.455409	0.539988	85.647987	0.65413	0.144133	0.472324
8yub	seed_3163119785	0.0212316426295709	16.51982729748933	0.0	0.0226696874422777	0.446621	0.525372	85.303123	0.684915	0.128114	0.462371
8yvj	seed_1181241943	0.0280757921488415	13.115235393010012	0.0188679245283018		0.705149	0.779632	89.001312	0.531015	0.705149	0.724094
8yvj	seed_1812140441	0.0204474864457426	13.044260187245726	0.0		0.730191	0.790045	88.926353	0.500407	0.730191	0.742162
8yvj	seed_2746317213	0.0204997950615935	13.226340788092362	0.0		0.730353	0.792839	88.914787	0.500861	0.730353	0.74285
8yvj	seed_3163119785	0.0282274207129266	13.05787590783554	0.0188679245283018		0.729987	0.795422	89.139328	0.509314	0.729987	0.743074
8yvo	seed_1181241943	0.0467805575884688	12.426116029609414	0.0		0.293278	0.716565	86.018707	0.5874	0.293278	0.380487
8yvo	seed_1812140441	0.0356346829488449	11.441123522883975	0.0		0.120176	0.659969	85.282799	0.621778	0.120176	0.233236
8yvo	seed_2746317213					0.176784	0.674603	85.136543	0.637246	0.176784	0.28145
8yvo	seed_3163119785	0.0648653860854571	10.529782217374418	0.0		0.211119	0.686415	85.063705	0.637565	0.211119	0.31128
8yvo	seed_958682846					0.12629	0.660093	84.142807	0.665356	0.12629	0.233051
8yxi	seed_1812140441	0.004874745885906	17.632353477257638	0.0	0.0052184847492331	0.449539	0.575776	88.667503	0.55776	0.131688	0.474787
8yxi	seed_2746317213	0.0081117347144286	14.50146613481277	0.0	0.0071018044173641	0.4512	0.575434	88.510094	0.578114	0.130465	0.476047
8yxi	seed_3163119785	0.0093282469515832	13.708790172670628	0.0	0.0049971474690121	0.445503	0.568418	88.633018	0.568716	0.127223	0.470086
8yxi	seed_958682846	0.0072261544517193	14.524551524794507	0.0	0.008271100761521	0.450463	0.575199	88.474808	0.559462	0.131007	0.47541
8yyz	seed_1812140441	0.031845730053574	12.992997851306775	0.0333333333333333	0.0692744971462043	0.631911	0.738111	90.399323	0.485871	0.190342	0.653151
8yyz	seed_2746317213	0.0615118477463295	11.607314641772334	0.1	0.0259852615141494	0.648357	0.746694	90.510902	0.471576	0.241577	0.668025
8yyz	seed_3163119785	0.0988237276235793	11.523091194060402	0.2	0.0298513674465532	0.654786	0.752909	90.434303	0.476377	0.252284	0.674411
8yyz	seed_958682846	0.5449288825649595	2.227120448094604	0.6333333333333333	0.4011636947242316	0.637563	0.742943	90.34613	0.482536	0.222203	0.658639
8z2e	seed_1812140441	0.8365806791032749	0.7624440084653727	0.9230769230769232		0.884773	0.905893	92.871674	0.350902	0.884773	0.888997
8z2e	seed_2746317213	0.7912321042014744	0.865927742334449	0.903846153846154		0.890583	0.908196	92.819504	0.35198	0.890583	0.894105
8z2e	seed_3163119785	0.8102232106825779	0.8288216510380961	0.9230769230769232		0.898481	0.915148	93.236641	0.339817	0.898481	0.901814
8z2e	seed_958682846	0.7841216449356532	0.8778573817023159	0.9230769230769232		0.885467	0.904175	92.644142	0.357334	0.885467	0.889209
8z2v	seed_1812140441	0.1068332302808376	6.047215319731973	0.1	0.0819916306561033	0.656531	0.751525	90.36689	0.472079	0.25386	0.67553
8z2v	seed_2746317213	0.5389489687084333	1.989475542002283	0.4333333333333333	0.5031121336177661	0.627038	0.73204	90.101349	0.483281	0.199113	0.648039
8z2v	seed_3163119785	0.078602701925254	11.386681545879004	0.1333333333333333	0.0317041990425915	0.645796	0.745179	90.144646	0.47936	0.233941	0.665673
8z2v	seed_958682846	0.0987124549173976	11.357095176844544	0.2	0.0299559446131777	0.647325	0.745392	90.159454	0.475426	0.249245	0.666938
8z39	seed_1812140441	0.1250791578468643	10.853963535322883	0.2857142857142857	0.0261493242686477	0.636711	0.73287	89.925301	0.496914	0.250717	0.655943
8z39	seed_2746317213	0.1473922862449216	11.040622903365946	0.3428571428571428	0.0301365604683833	0.661107	0.7505	89.976303	0.474036	0.299772	0.678985
8z39	seed_3163119785	0.5487010181278427	1.7622308556140909	0.6571428571428571	0.3787106835150185	0.628239	0.728029	89.920082	0.479165	0.227111	0.648197
8z39	seed_958682846	0.1170179940931921	11.154956216910758	0.2571428571428571	0.0285387587950224	0.644379	0.740476	90.052055	0.469965	0.257387	0.663598
8z3a	seed_1181241943	0.7240364365033808	1.2299620119971455	0.7878787878787878	0.597355719332349	0.625887	0.734871	89.91993	0.486576	0.184928	0.647684
8z3a	seed_1812140441	0.1431090578196538	11.253148002417513	0.3333333333333333	0.0298131955095959	0.68321	0.769793	90.43232	0.462904	0.317114	0.700527
8z3a	seed_2746317213	0.119348314630309	11.330135052086302	0.2727272727272727	0.0254667616653582	0.583862	0.646352	88.945763	0.497412	0.288497	0.59636
8z3a	seed_3163119785	0.0935914237236458	10.991186582192476	0.1818181818181818	0.0317642957916799	0.683795	0.764341	90.352936	0.461393	0.331457	0.699904
8z3a	seed_958682846	0.5144272698840892	2.0095285676927443	0.6666666666666666	0.4173655061678489	0.620144	0.718039	89.606743	0.49103	0.205872	0.639723
8z8v	seed_1181241943	0.0068893338061937	18.60804624031987	0.0		0.129638	0.739629	85.869026	0.706112	0.129638	0.251636
8z8v	seed_2746317213	0.0036721565386656	27.780822838894224	0.0		0.163093	0.741964	85.451126	0.749572	0.163093	0.278867
8z8v	seed_3163119785	0.006559052060804	19.44139105734	0.0		0.133226	0.733242	85.208084	0.757739	0.133226	0.25323
8z8v	seed_958682846	0.0036009947371106	28.011367825747246	0.0		0.155059	0.752545	85.901497	0.747699	0.155059	0.274556
8zca	seed_1181241943					0.588001	0.666295	88.326622	0.534856	0.205069	0.60366
8zca	seed_2746317213	0.0804048233818063	9.389454443361316	0.0	0.0801172386323416	0.592172	0.672387	88.090355	0.524817	0.190132	0.608215
8zca	seed_3163119785					0.59741	0.683129	88.25338	0.532298	0.17551	0.614554
8zca	seed_958682846					0.589264	0.66931	87.78009	0.530553	0.15832	0.605273
8zu9	seed_1181241943	0.0437425933788836	12.193180147652017	0.0344827586206896	0.1463161458820985	0.596733	0.703482	88.593575	0.574206	0.179072	0.618083
8zu9	seed_2746317213	0.113651617954863	6.086837446132526	0.1034482758620689	0.0754062145735808	0.592558	0.702357	88.831352	0.559987	0.173167	0.614518
8zu9	seed_3163119785	0.0765798039562045	10.47337817471636	0.1034482758620689	0.082159883239243	0.688055	0.769464	89.505936	0.512098	0.403367	0.704337
8zu9	seed_958682846	0.1025057979119537	10.16850689352062	0.1724137931034483	0.0853544112964132	0.642195	0.738755	88.996384	0.540108	0.303372	0.661507
9atm	seed_1181241943	0.0295131389483401	12.866994297440222	0.02	0.0238886628901267	0.463688	0.547778	87.025871	0.587191	0.13868	0.480506
9atm	seed_2746317213	0.0458693549141454	9.27204626997714	0.02	0.0289999491558836	0.486508	0.59205	87.6082	0.546481	0.142692	0.507616
9atm	seed_3163119785	0.463483106059318	2.930130953028338	0.5	0.2511982905119105	0.479676	0.578243	87.219627	0.578621	0.140569	0.499389
9atm	seed_958682846	0.3197446089110866	3.229526186042947	0.28	0.1335345371988653	0.480582	0.585779	87.206566	0.567799	0.142515	0.501621
9au1	seed_1181241943	0.026989118633542	17.22032476021819	0.0	0.0296325955057468	0.512793	0.603608	87.802231	0.535749	0.187953	0.530956
9au1	seed_2746317213	0.1098515511988688	7.411928961432653	0.1428571428571428	0.0532890072973474	0.514223	0.617995	88.020126	0.517728	0.141894	0.534977
9au1	seed_3163119785	0.0260905952088388	17.400224613146122	0.0	0.0286601297453547	0.538392	0.621386	88.284966	0.527351	0.242686	0.554991
9au1	seed_958682846	0.0264983928784215	17.152641712942007	0.0	0.0296469956648022	0.518775	0.615589	88.112724	0.550644	0.188142	0.538137
9azr	seed_1181241943	0.032816469528235	14.68547387988536	0.0	0.0120640324637548	0.522522	0.613505	87.766075	0.576358	0.218878	0.540719
9azr	seed_2746317213	0.032640016146378	14.630818792667858	0.0	0.0132176518652877	0.47929	0.561224	86.807655	0.614005	0.225549	0.495677
9azr	seed_3163119785	0.02896680422722	14.101420725918423	0.0	0.0126419721556986	0.495639	0.577317	87.02079	0.607452	0.244857	0.511974
9azr	seed_958682846	0.0387717055496754	14.279496999323548	0.0	0.012039645325075	0.500937	0.598862	87.020027	0.598668	0.201173	0.520522
9bdi	seed_1812140441	0.0241774863461187	14.00306866195226	0.0	0.0241536528872115	0.741828	0.80925	91.796425	0.371406	0.830418	0.755313
9bdi	seed_2746317213	0.0216307644052745	14.051381402593169	0.0	0.0215843908991258	0.748147	0.813718	91.814552	0.371658	0.829408	0.761261
9bdi	seed_3163119785	0.0207030706324664	14.421402982258032	0.0	0.0203269096585993	0.758053	0.8184	91.937462	0.367155	0.837979	0.770122
9bdi	seed_958682846	0.021708421663898	14.11060139305795	0.0	0.0216007351029877	0.761724	0.822794	91.961449	0.367939	0.834464	0.773938
9bt5	seed_1812140441					0.478793	0.587244	86.933136	0.665905	0.120086	0.500483
9bt5	seed_2746317213	0.0580683367030203	9.996041786105492	0.1052631578947368	0.0124600310087175	0.508989	0.607563	88.44886	0.594097	0.20204	0.528704
9bt5	seed_3163119785	0.0599987910868799	9.69452450296257	0.1052631578947368	0.0144575675224419	0.541582	0.643966	88.321968	0.589392	0.230449	0.562059
9bt5	seed_958682846	0.0583828163830187	10.073117422150066	0.1052631578947368	0.012470114261866	0.501997	0.599491	88.011681	0.60623	0.206492	0.521495
9cds	seed_1812140441					0.423183	0.537901	88.390762	0.594666	0.104939	0.446127
9cds	seed_2746317213	0.0243506132176557	9.164321944227144	0.0333333333333333	0.0195014274109236	0.51336	0.602089	88.855217	0.539596	0.251702	0.531106
9cds	seed_3163119785	0.0019741620758812	33.65262184219371	0.0	0.0018561890436711	0.505186	0.628483	89.334061	0.531022	0.159362	0.529845
9cds	seed_958682846					0.433583	0.541097	88.249878	0.548709	0.129214	0.455086
9d41	seed_1812140441	0.0548065479954854	6.068465335176159	0.0571428571428571	0.0345335172518915	0.683911	0.734483	85.909706	0.618514	0.156466	0.707264
9d41	seed_2746317213	0.0224992042689117	9.079460338745314	0.0	0.0568893380153432	0.685844	0.725045	85.349373	0.626503	0.215764	0.693684
9d41	seed_3163119785	0.0566411889879818	7.76331074780215	0.0857142857142857	0.0593842719440295	0.683202	0.727709	85.28933	0.615528	0.162684	0.692104
9d41	seed_958682846	0.0704528889418362	6.358930602750332	0.0857142857142857	0.0414875450077799	0.709221	0.757819	85.88102	0.617293	0.187613	0.724032
9dbo	seed_1181241943	0.1333094413302787	10.085564951676382	0.2307692307692307	0.0552007629583385	0.752125	0.788406	90.99247	0.415902	0.432699	0.759381
9dbo	seed_2746317213	0.129365733712149	9.427868547204303	0.2051282051282051	0.0614980953466444	0.687033	0.755014	90.136925	0.444362	0.218223	0.700629
9dbo	seed_3163119785	0.0978903218609884	11.408253288375242	0.1282051282051282	0.0515432595310793	0.623982	0.68395	89.098076	0.469305	0.227677	0.635976
9dbo	seed_958682846	0.2214822638602397	5.316868197205608	0.1538461538461538	0.3416168431725286	0.627016	0.689387	89.558853	0.450877	0.294207	0.63949
9dl0	seed_1181241943	0.8187409900587835	0.6890144626925745	0.8709677419354839	0.6746328018642457	0.69225	0.723754	89.814423	0.455963	0.414674	0.698551
9dl0	seed_2746317213	0.9165044954950888	0.6353981254654366	0.935483870967742	0.9269663403732112	0.748119	0.807088	90.379723	0.463841	0.334691	0.759913
9dl0	seed_3163119785					0.758158	0.753944	91.475273	0.387097	0.679038	0.757315
9dl0	seed_958682846					0.654945	0.695866	89.287727	0.48658	0.337924	0.663129
9dq3	seed_1812140441	0.809497913281608	0.4360542455512246	0.8571428571428571	0.5720958617613663	0.886705	0.902079	91.36338	0.431061	0.805938	0.88978
9dq3	seed_2746317213	0.6468532020414105	2.3245241211386145	0.8571428571428571	0.7891916649014853	0.876568	0.893391	90.80825	0.468819	0.781612	0.879932
9dq3	seed_3163119785	0.6097273873195652	2.4870184024824784	0.8	0.6985226255105598	0.876674	0.895079	90.988853	0.475787	0.783773	0.880355
9dq3	seed_958682846	0.6491045726017243	2.389523206141148	0.9428571428571428	0.6993199970349712	0.872767	0.890617	90.813263	0.481712	0.778467	0.876337
9dq4	seed_1181241943	0.0828569268274489	9.518572276092032	0.0	0.0905223273106327	0.674282	0.762677	88.373566	0.560135	0.217284	0.691961
9dq4	seed_2746317213	0.0674982008292551	10.430706264246204	0.0	0.0685856079212944	0.679809	0.765603	88.534592	0.534952	0.225667	0.696968
9dq4	seed_3163119785	0.0689557904468318	10.89356399218091	0.03125	0.0577334590019747	0.675885	0.762246	88.72879	0.537765	0.217268	0.693157
9dq4	seed_958682846	0.0664437423788909	10.400005320517009	0.0	0.0665085736386241	0.689294	0.772561	88.63295	0.542727	0.24624	0.705947
9dx6	seed_1181241943	0.4330013598343491	9.821755779996586	0.6285714285714286	0.3986526702123767	0.79008	0.818634	88.803841	0.512527	0.722845	0.79579
9dx6	seed_2746317213	0.6004624336590161	1.953442382065332	0.6857142857142857	0.5775038649304055	0.783105	0.81368	88.646698	0.542364	0.714831	0.78922
9dx6	seed_3163119785	0.195660628448623	14.347070688229923	0.4857142857142857	0.0309797854778212	0.488827	0.581963	86.034836	0.673384	0.492413	0.507455
9dx6	seed_958682846	0.5610688355943508	2.2951035272601934	0.6285714285714286	0.5119535718981544	0.77895	0.814874	89.035103	0.507706	0.735704	0.786135
9e7n	seed_1812140441					0.134059	0.655272	81.906837	0.825364	0.134059	0.238302
9e7n	seed_2746317213					0.155736	0.677504	83.17897	0.7663	0.155736	0.268668
9e7n	seed_3163119785					0.160553	0.661476	81.135452	0.803162	0.160553	0.260737
9e7n	seed_958682846					0.12735	0.665153	82.744171	0.809771	0.12735	0.234911
9e7o	seed_1181241943	0.0092620643966543	17.652084657727347	0.0		0.096921	0.670091	82.960548	0.833352	0.096921	0.214062
9e7o	seed_2746317213	0.0158071311020728	13.814822326509908	0.0		0.13131	0.665581	82.364326	0.843206	0.13131	0.238164
9e7o	seed_3163119785	0.0153093227857605	13.929501455239125	0.0		0.13884	0.678398	83.50753	0.856265	0.13884	0.250511
9e7o	seed_958682846	0.007757578776696	20.124280201931033	0.0		0.124673	0.670688	82.848434	0.834215	0.124673	0.233876
9eht	seed_1181241943					0.71156	0.780802	89.087738	0.529747	0.352828	0.725409
9eht	seed_2746317213					0.653282	0.743451	88.365479	0.572739	0.21916	0.671316
9eht	seed_3163119785					0.686404	0.763251	88.718903	0.54983	0.294077	0.701773
9eht	seed_958682846					0.698048	0.765376	88.71286	0.540789	0.338649	0.711514
9en2	seed_1181241943	0.0225872037863057	13.53323122769735	0.0163934426229508		0.181274	0.425171	82.024704	0.84025	0.181274	0.230053
9en2	seed_2746317213	0.0185147850684305	13.425086913613493	0.0		0.155944	0.433199	81.709198	0.879154	0.155944	0.211395
9en2	seed_3163119785	0.0350011955004218	15.828259717506546	0.0491803278688524		0.10733	0.436372	82.096382	0.845135	0.10733	0.173138
9en2	seed_958682846	0.0786878407855415	11.787476221039393	0.0163934426229508		0.159793	0.432604	81.400459	0.908561	0.159793	0.214355
9ena	seed_1812140441	0.0063591764155702	22.623021032437823	0.0		0.106224	0.788892	88.912994	0.647757	0.106224	0.242757
9ena	seed_2746317213	0.007437776524784	19.8802508571853	0.0		0.203108	0.810153	89.034729	0.636669	0.203108	0.324517
9ena	seed_3163119785	0.0090272088482035	17.76227050780979	0.0		0.131489	0.79129	88.695023	0.612663	0.131489	0.263449
9ena	seed_958682846	0.0094162139943621	17.227991195803355	0.0		0.127913	0.790834	88.909523	0.597042	0.127913	0.260497
9erw	seed_1181241943	0.0073980966256266	16.660945632676437	0.0		0.099069	0.603157	81.019333	0.847033	0.099069	0.199887
9erw	seed_1812140441	0.0075346015293327	16.289912628577575	0.0		0.109256	0.605411	80.953568	0.890194	0.109256	0.208487
9erw	seed_2746317213	0.6005893980550461	2.241738324327258	0.7297297297297297		0.232202	0.657755	81.848305	0.784181	0.232202	0.317313
9erw	seed_3163119785	0.0112018472105968	12.5851828709487	0.0		0.139706	0.619906	80.860893	0.88181	0.139706	0.235746
9erw	seed_958682846	0.4728007423382657	2.9051000570021173	0.6486486486486487		0.151972	0.632149	81.532623	0.807719	0.151972	0.248007
9etl	seed_1181241943	0.0847727981939585	13.466847645767844	0.1538461538461538		0.294832	0.696984	84.022682	0.729687	0.294832	0.375262
9etl	seed_1812140441	0.0727757357636636	13.8671584506738	0.123076923076923		0.332047	0.709284	84.645538	0.688357	0.332047	0.407494
9etl	seed_3163119785	0.4490369309511721	2.765930135959414	0.5076923076923077		0.165504	0.644875	82.834465	0.804063	0.165504	0.261378
9etl	seed_958682846	0.0912726757024543	14.386016781623251	0.1692307692307692		0.173619	0.647716	82.96817	0.813227	0.173619	0.268439
9eze	seed_1181241943	0.550223070452956	1.7426186195123674	0.75	0.63437209407145	0.764083	0.796943	91.415565	0.464455	0.601634	0.770655
9eze	seed_1812140441	0.6779177269364993	1.65671814422878	0.7727272727272727	0.7628859435951832	0.750311	0.785513	91.397064	0.471935	0.612309	0.757351
9eze	seed_3163119785	0.6845731955966444	1.6423330715036168	0.7727272727272727	0.8233772695663406	0.763364	0.789122	91.495758	0.453929	0.655733	0.768516
9eze	seed_958682846					0.775084	0.793968	91.634689	0.427702	0.697322	0.778861
9ezh	seed_1181241943	0.7741350921898581	1.1314607639530472	0.8431372549019608		0.735269	0.808545	85.82048	0.686285	0.735269	0.749924
9ezh	seed_1812140441	0.8066397865611167	1.07952826630948	0.8627450980392157		0.741004	0.82664	86.085045	0.629349	0.741004	0.758131
9ezh	seed_3163119785	0.4847671350684066	1.8993421787758051	0.5294117647058824		0.324631	0.621959	81.205849	0.925469	0.324631	0.384096
9ezh	seed_958682846	0.5633295767563298	1.6096045074268324	0.6470588235294118		0.46633	0.698363	83.367172	0.779036	0.46633	0.512737
9ezi	seed_1181241943	0.7860268703844152	1.1983931470579925	0.8541666666666666		0.444657	0.692202	83.422806	0.8083	0.444657	0.494166
9ezi	seed_1812140441	0.7194479904519063	1.2590865220153908	0.7083333333333334		0.528751	0.733067	84.040253	0.789422	0.528751	0.569615
9ezi	seed_2746317213	0.5640203757802947	1.7048105694608773	0.5833333333333334		0.357892	0.638739	81.426651	0.906954	0.357892	0.414062
9ezi	seed_3163119785	0.6351961993883802	1.560174714450688	0.7083333333333334		0.449278	0.693726	82.586426	0.778741	0.449278	0.498168
9ezi	seed_958682846	0.7353128149533559	1.140084025343823	0.7291666666666666		0.540832	0.741284	83.992638	0.733103	0.540832	0.580922
9ezu	seed_1181241943	0.5320223207863854	1.8060285963067095	0.5192307692307693		0.668861	0.806257	89.16964	0.434482	0.668861	0.69634
9ezu	seed_1812140441	0.4943713623354633	2.011526616505085	0.5		0.685896	0.81662	89.353195	0.430912	0.685896	0.712041
9ezu	seed_3163119785	0.5301839260955808	1.7795120918780385	0.5192307692307693		0.477508	0.716203	87.716003	0.517734	0.477508	0.525247
9ezu	seed_958682846	0.5098815198010597	2.0069665410756947	0.5192307692307693		0.696592	0.822027	89.783852	0.4142	0.696592	0.721679
9ezv	seed_1181241943	0.5178142284181271	1.856759039889873	0.5686274509803921		0.336557	0.64806	86.981247	0.594497	0.336557	0.398857
9ezv	seed_1812140441	0.5008660594878377	1.9299763129478624	0.5686274509803921		0.34232	0.649658	86.873138	0.594548	0.34232	0.403787
9ezv	seed_3163119785	0.0456417178359336	8.495130466068776	0.0		0.139823	0.547628	84.310432	0.660587	0.139823	0.221384
9ezv	seed_958682846	0.3918222008595975	2.2907416687041224	0.4509803921568627		0.328585	0.646661	86.951157	0.587909	0.328585	0.3922
9ezw	seed_1181241943					0.886385	0.90507	92.191399	0.34486	0.886385	0.890122
9ezw	seed_1812140441					0.882724	0.90123	92.057915	0.350064	0.882724	0.886425
9ezw	seed_2746317213					0.881429	0.902792	92.258705	0.345669	0.881429	0.885701
9ezw	seed_3163119785					0.852007	0.888625	91.863876	0.359387	0.852007	0.859331
9ezw	seed_958682846					0.868262	0.896302	92.006714	0.349223	0.868262	0.87387
9f91	seed_1181241943					0.69952	0.740514	88.637711	0.497854	0.400838	0.707719
9f91	seed_1812140441					0.803347	0.809271	92.078979	0.35305	0.781736	0.804532
9f91	seed_3163119785	0.1716034922156334	6.651574440341204	0.32	0.0757940460452092	0.744479	0.774364	89.347351	0.473134	0.47901	0.750456
9f91	seed_958682846	0.1613247663901568	5.618534738323098	0.28	0.0716667745253006	0.726439	0.762196	89.097969	0.477619	0.44278	0.73359
9fc2	seed_1181241943	0.0155011814193521	17.23255857213692	0.0		0.089731	0.612817	83.34951	0.826298	0.089731	0.194348
9fc2	seed_1812140441	0.0337418117149877	11.78930680707392	0.0129870129870129		0.099079	0.617219	83.61998	0.85421	0.099079	0.202707
9fc2	seed_3163119785	0.0450451208669924	10.338751484716688	0.0		0.209553	0.659184	84.085899	0.834114	0.209553	0.299479
9fc2	seed_958682846	0.0088577661288562	18.89817138772343	0.0		0.15392	0.6372	83.56839	0.888567	0.15392	0.250576
9fik	seed_1181241943	0.1205069222930296	4.913635155932126	0.2	0.0378331901956272	0.581011	0.650063	87.525742	0.591244	0.179889	0.594822
9fik	seed_1812140441	0.0212612537597809	10.222882925870332	0.0	0.0145160360358988	0.590929	0.649798	87.721519	0.586625	0.261479	0.602703
9fik	seed_3163119785	0.0206496980493964	9.221635749463006	0.0	0.0133919246619028	0.604058	0.663527	87.531296	0.584921	0.250433	0.615952
9fik	seed_958682846	0.1570397609782632	4.697116378925073	0.2	0.0596575510462983	0.561548	0.632728	87.147575	0.606555	0.169219	0.575784
9fvb	seed_1181241943					0.123764	0.680322	88.305161	0.613583	0.123764	0.235076
9fvb	seed_1812140441					0.179384	0.696503	88.864326	0.573761	0.179384	0.282808
9fvb	seed_2746317213					0.116273	0.679858	88.442139	0.605701	0.116273	0.22899
9fvb	seed_958682846	0.2631971362618943	4.63159076425103	0.3157894736842105		0.13619	0.68407	88.404877	0.576847	0.13619	0.245766
9fww	seed_1181241943	0.0957022907870393	7.336911557010363	0.0784313725490196		0.171002	0.56331	82.387863	0.739677	0.171002	0.249464
9fww	seed_1812140441	0.0558253156888932	8.860084783435134	0.0		0.148326	0.557057	82.212395	0.757098	0.148326	0.230072
9fww	seed_3163119785	0.1035949266180464	7.033602922638002	0.0588235294117647		0.186022	0.571249	82.782471	0.735909	0.186022	0.263067
9fww	seed_958682846	0.1390128891659595	7.721096846657576	0.1372549019607843		0.158794	0.557665	81.893303	0.731529	0.158794	0.238568
9fys	seed_1181241943	0.3835881524455005	4.338034319119634	0.6666666666666666	0.2277390786063017	0.766259	0.838255	88.341957	0.453172	0.798872	0.780658
9fys	seed_1812140441					0.667865	0.772963	84.767426	0.609025	0.411698	0.688885
9fys	seed_2746317213					0.643417	0.75504	82.412453	0.752617	0.162656	0.665742
9fys	seed_958682846					0.697071	0.788564	83.465393	0.715537	0.288708	0.71537
9fyt	seed_1181241943					0.686448	0.779833	81.927734	0.71768	0.278627	0.711454
9fyt	seed_1812140441					0.67238	0.773952	81.896767	0.729474	0.248553	0.699023
9fyt	seed_2746317213	0.4322067666674976	3.725137440831741	0.5846153846153846	0.3952166319765944	0.671902	0.773972	85.910797	0.526526	0.804755	0.692316
9fyt	seed_958682846	0.1992985924678511	5.7449823130575215	0.1384615384615384	0.381901291388255	0.638427	0.748118	80.657921	0.759746	0.179495	0.660366
9fzc	seed_1181241943					0.311118	0.627225	82.68145	0.880292	0.311118	0.37434
9fzc	seed_1812140441					0.315309	0.63419	82.760094	0.821192	0.315309	0.379085
9fzc	seed_2746317213					0.308603	0.627323	83.065292	0.828797	0.308603	0.372347
9fzc	seed_958682846					0.246066	0.607118	82.398026	0.843564	0.246066	0.318276
9fzd	seed_1181241943	0.4370254252187509	2.948309356346436	0.4489795918367347		0.294274	0.648932	85.17598	0.629652	0.294274	0.365206
9fzd	seed_1812140441	0.5718296298295918	2.3444464081071046	0.7551020408163265		0.42867	0.70775	86.38414	0.586204	0.42867	0.484486
9fzd	seed_3163119785	0.5222838860576386	2.3523602391258556	0.5102040816326531		0.218255	0.607273	84.824509	0.710301	0.218255	0.296058
9fzd	seed_958682846	0.4346955553991358	2.556064288912854	0.4489795918367347		0.334444	0.652902	84.715218	0.65518	0.334444	0.398136
9g2a	seed_1181241943					0.198211	0.57983	83.885765	0.779498	0.198211	0.274535
9g2a	seed_2746317213					0.252485	0.601423	84.634071	0.691373	0.252485	0.322273
9g2a	seed_3163119785					0.249174	0.60205	84.195045	0.713822	0.249174	0.319749
9g2a	seed_958682846	0.0817645176765112	11.547284219309304	0.09375		0.242714	0.593366	84.046303	0.703181	0.242714	0.312844
9g2g	seed_1181241943					0.178816	0.558426	82.408371	0.771937	0.178816	0.254738
9g2g	seed_1812140441					0.253454	0.590306	83.771873	0.704998	0.253454	0.320825
9g2g	seed_3163119785					0.206256	0.56929	83.382942	0.736825	0.206256	0.278862
9g2g	seed_958682846					0.226347	0.577734	83.162125	0.759248	0.226347	0.296624
9g48	seed_1181241943					0.132246	0.534474	81.100578	0.828937	0.132246	0.212691
9g48	seed_1812140441					0.124974	0.529628	81.018311	0.846593	0.124974	0.205905
9g48	seed_3163119785	0.1497291957432223	8.2704297470929	0.2413793103448276		0.114035	0.521979	80.091049	0.855277	0.114035	0.195623
9g48	seed_958682846					0.132826	0.528456	80.534233	0.834808	0.132826	0.211952
9g5l	seed_1181241943	0.0322297433567417	11.759242389114474	0.0		0.094526	0.508987	78.658417	0.887719	0.094526	0.177418
9g5l	seed_1812140441	0.0977005201913114	9.621181491190155	0.125		0.128974	0.52439	78.789177	0.84899	0.128974	0.208057
9g5l	seed_3163119785	0.0646663994552521	12.760530868086407	0.0416666666666666		0.108649	0.516392	78.434044	0.884509	0.108649	0.190197
9g5l	seed_958682846	0.1104315057935693	9.148551113538256	0.2083333333333333		0.087592	0.503487	78.544228	0.891712	0.087592	0.170771
9g7k	seed_1181241943					0.219854	0.592258	84.217186	0.684887	0.219854	0.294335
9g7k	seed_1812140441					0.162859	0.568221	83.432632	0.699675	0.162859	0.243931
9g7k	seed_3163119785					0.187634	0.577825	83.693092	0.721224	0.187634	0.265672
9g7k	seed_958682846					0.24258	0.603593	84.564034	0.672548	0.24258	0.314783
9g97	seed_1181241943	0.4703859778627764	1.4905024218545329	0.7321428571428571		0.628076	0.777255	81.998909	0.591211	0.628076	0.657911
9g97	seed_1812140441	0.6758915826011035	0.4703544116434863	0.875		0.723942	0.807552	83.003418	0.549167	0.723942	0.740664
9g97	seed_3163119785	0.7047245430480773	0.4119378419126512	0.875		0.738615	0.799032	82.373581	0.574162	0.738615	0.750698
